# HELP cadvisor_version_info A metric with a constant '1' value labeled by kernel version, OS version, docker version, cadvisor version & cadvisor revision.
# TYPE cadvisor_version_info gauge
cadvisor_version_info{cadvisorRevision="",cadvisorVersion="",dockerVersion="17.03.2-ce",kernelVersion="4.4.86+",osVersion="Container-Optimized OS from Google"} 1
# HELP container_cpu_cfs_periods_total Number of elapsed enforcement period intervals.
# TYPE container_cpu_cfs_periods_total counter
container_cpu_cfs_periods_total{container_name="",id="/kubepods/burstable/podd2e71e36-10d0-11e8-bd5a-42010af00137",image="",name="",namespace="",pod_name=""} 928708
container_network_tcp_usage_total{container_name="",id="/system.slice/google-shutdown-scripts.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/google-shutdown-scripts.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/google-shutdown-scripts.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/google-shutdown-scripts.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/google-shutdown-scripts.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/google-shutdown-scripts.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/google-shutdown-scripts.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/google-shutdown-scripts.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ip6tables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ip6tables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ip6tables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ip6tables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ip6tables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ip6tables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ip6tables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ip6tables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ip6tables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ip6tables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ip6tables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/iptables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/iptables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/iptables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/iptables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/iptables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/iptables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/iptables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/iptables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/iptables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/iptables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/iptables-setup.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-docker-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-docker-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-docker-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-docker-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-docker-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-docker-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-docker-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-docker-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-docker-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-docker-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-docker-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-configuration.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-configuration.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-configuration.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-configuration.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-configuration.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-configuration.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-configuration.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-configuration.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-configuration.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-configuration.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-configuration.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-installation.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-installation.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-installation.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-installation.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-installation.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-installation.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-installation.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-installation.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-installation.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-installation.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kube-node-installation.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet-monitor.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ldconfig.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ldconfig.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ldconfig.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ldconfig.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ldconfig.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ldconfig.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ldconfig.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ldconfig.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ldconfig.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ldconfig.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/ldconfig.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/node-problem-detector.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/node-problem-detector.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/node-problem-detector.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/node-problem-detector.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/node-problem-detector.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/node-problem-detector.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/node-problem-detector.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/node-problem-detector.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/node-problem-detector.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/node-problem-detector.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/node-problem-detector.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/sshd.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/sshd.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/sshd.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/sshd.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/sshd.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/sshd.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/sshd.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/sshd.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/sshd.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/sshd.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/sshd.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice/serial-getty@ttyS0.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice/serial-getty@ttyS0.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice/serial-getty@ttyS0.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice/serial-getty@ttyS0.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice/serial-getty@ttyS0.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice/serial-getty@ttyS0.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice/serial-getty@ttyS0.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice/serial-getty@ttyS0.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice/serial-getty@ttyS0.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice/serial-getty@ttyS0.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-serial\\x2dgetty.slice/serial-getty@ttyS0.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/device_policy_manager.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/device_policy_manager.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/device_policy_manager.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/device_policy_manager.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/device_policy_manager.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/device_policy_manager.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/device_policy_manager.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/device_policy_manager.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/device_policy_manager.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/device_policy_manager.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/device_policy_manager.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-accounts-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-accounts-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-accounts-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-accounts-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-accounts-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-accounts-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-accounts-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-accounts-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-accounts-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-accounts-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-accounts-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="timewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-clock-skew-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="close"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-clock-skew-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="closewait"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-clock-skew-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="closing"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-clock-skew-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="established"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-clock-skew-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="finwait1"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-clock-skew-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="finwait2"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-clock-skew-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="lastack"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-clock-skew-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="listen"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-clock-skew-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="synrecv"} 0
container_network_tcp_usage_total{container_name="",id="/system.slice/system-sysdaemons.slice/google-clock-skew-daemon.service",image="",name="",namespace="",pod_name="",tcp_state="synsent"} 0
